Date,Open,High,Low,Close,Change,Percent_Change,Turnover
2018-07-15,1191.98,1200.31,1192.00,1200.09,8.11,0.68,160974000.00
2018-07-16,1200.09,1212.36,1197.06,1212.36,12.27,1.02,93616400.00
2018-07-17,1212.36,1214.85,1202.85,1204.31,-8.05,-0.66,192836992.00
2018-07-18,1204.31,1205.15,1196.21,1198.77,-5.54,-0.46,163767008.00
2018-07-19,1198.77,1199.54,1192.78,1193.39,-5.38,-0.45,239239008.00
2018-07-22,1193.39,1194.00,1181.12,1181.66,-11.73,-0.98,198144992.00
2018-07-23,1181.66,1194.90,1181.40,1194.50,12.84,1.09,178876992.00
2018-07-24,1194.50,1213.15,1194.09,1199.27,4.77,0.40,281844992.00
2018-07-25,1194.50,1200.00,1192.26,1194.35,-4.92,-0.41,148591008.00
2018-07-26,1194.35,1197.00,1188.15,1191.20,-3.15,-0.26,179884992.00
2018-07-29,1191.20,1196.79,1191.20,1194.82,3.62,0.30,175888992.00
2018-07-30,1194.82,1198.56,1193.17,1194.38,-0.44,-0.04,271272992.00
2018-07-31,1194.38,1196.56,1189.77,1191.47,-2.91,-0.24,162706000.00
2018-08-01,1191.47,1194.61,1190.04,1193.87,2.40,0.20,166588000.00
2018-08-02,1193.87,1195.94,1191.13,1191.31,-2.56,-0.21,185231008.00
2018-08-05,1191.31,1192.53,1188.44,1189.88,-1.43,-0.12,158752992.00
2018-08-06,1189.88,1192.97,1188.05,1189.67,-0.21,-0.02,156654000.00
2018-08-07,1189.67,1192.06,1186.26,1188.21,-1.46,-0.12,171795008.00
2018-08-08,1188.21,1190.30,1186.09,1187.32,-0.89,-0.08,139159008.00
2018-08-09,1187.32,1189.23,1179.25,1180.63,-6.69,-0.56,185994000.00
2018-08-12,1180.63,1181.58,1163.41,1163.94,-16.69,-1.41,240828992.00
2018-08-13,1163.94,1174.62,1161.96,1174.37,10.43,0.90,162339008.00
2018-08-14,1174.37,1181.39,1170.09,1180.98,6.61,0.56,179439008.00
2018-08-15,1180.98,1210.09,1180.99,1209.71,28.73,2.43,315848000.00
2018-08-16,1209.71,1218.71,1203.14,1210.32,0.61,0.05,410744992.00
2018-08-19,1210.32,1210.75,1195.70,1196.29,-14.03,-1.16,281052992.00
2018-08-20,1196.29,1196.84,1185.82,1188.07,-8.22,-0.69,193962000.00
2018-08-21,1188.08,1188.27,1181.98,1183.89,-4.18,-0.35,173720000.00
2018-08-22,1183.89,1185.34,1180.26,1182.42,-1.47,-0.12,105630000.00
2018-08-23,1182.42,1183.13,1175.35,1178.50,-3.92,-0.33,261260992.00
2018-08-26,1178.50,1178.67,1175.50,1175.72,-2.78,-0.24,131823000.00
2018-08-28,1175.72,1177.09,1172.78,1177.09,1.37,0.12,176827008.00
2018-08-29,1177.09,1177.79,1171.00,1172.30,-4.79,-0.41,177668000.00
2018-08-30,1172.30,1181.69,1170.69,1181.69,9.39,0.80,214779008.00
2018-09-02,1181.69,1191.93,1178.59,1190.28,8.59,0.73,283239008.00
2018-09-03,1190.28,1213.86,1190.27,1206.26,15.98,1.34,519075008.00
2018-09-04,1206.26,1214.20,1202.68,1210.24,3.98,0.33,405795008.00
2018-09-05,1210.24,1243.61,1210.30,1234.13,23.89,1.97,690163008.00
2018-09-06,1234.15,1247.35,1224.25,1229.77,-4.36,-0.35,695782016.00
2018-09-09,1229.77,1230.37,1217.33,1218.98,-10.79,-0.88,298512992.00
2018-09-10,1218.98,1220.25,1206.88,1210.88,-8.10,-0.66,234584000.00
2018-09-11,1210.88,1224.60,1210.88,1217.65,6.77,0.56,314528000.00
2018-09-12,1217.65,1230.96,1215.62,1230.71,13.06,1.07,399812000.00
2018-09-13,1230.71,1246.24,1230.80,1244.84,14.13,1.15,687436992.00
2018-09-16,1244.84,1270.19,1244.99,1256.53,11.69,0.94,886097024.00
2018-09-17,1256.55,1261.19,1247.90,1256.40,-0.13,-0.01,579804992.00
2018-09-18,1256.40,1261.61,1251.25,1258.81,2.41,0.19,440420000.00
2018-09-20,1258.81,1260.96,1249.78,1255.07,-3.74,-0.30,528860992.00
2018-09-23,1255.09,1260.39,1250.90,1257.68,2.61,0.21,618721024.00
2018-09-25,1257.68,1283.45,1257.74,1280.05,22.37,1.78,1051049984.00
2018-09-26,1280.05,1288.52,1270.05,1277.74,-2.31,-0.18,890030016.00
2018-09-27,1277.74,1278.71,1266.18,1267.18,-10.56,-0.83,492740992.00
2018-09-30,1267.18,1267.76,1253.44,1256.71,-10.47,-0.83,561558976.00
2018-10-01,1256.71,1258.26,1237.97,1238.67,-18.04,-1.44,524752000.00
2018-10-02,1238.67,1247.44,1237.53,1241.36,2.69,0.22,440748992.00
2018-10-03,1241.36,1242.27,1230.60,1230.60,-10.76,-0.87,365169984.00
2018-10-04,1230.60,1231.84,1221.33,1227.37,-3.23,-0.26,365169984.00
2018-10-07,1227.37,1227.37,1212.88,1214.36,-13.01,-1.06,378448000.00
2018-10-08,1214.36,1222.78,1213.36,1220.52,6.16,0.51,360992992.00
2018-10-09,1220.52,1227.07,1217.06,1217.93,-2.59,-0.21,336793984.00
2018-10-10,1217.93,1218.86,1213.58,1218.33,0.40,0.03,218171008.00
2018-10-11,1218.33,1228.28,1214.77,1228.28,9.95,0.82,231244000.00
2018-10-14,1228.28,1242.43,1228.16,1242.43,14.15,1.15,265802000.00
2018-10-15,1242.43,1246.14,1241.48,1241.63,-0.80,-0.06,306736992.00
2018-10-21,1241.63,1248.51,1241.15,1246.52,4.89,0.39,136048000.00
2018-10-22,1246.52,1248.09,1240.58,1244.54,-1.98,-0.16,167090000.00
2018-10-23,1244.54,1246.22,1238.63,1241.84,-2.70,-0.22,192782000.00
2018-10-24,1241.84,1250.45,1239.01,1249.93,8.09,0.65,218378000.00
2018-10-25,1249.93,1250.30,1240.58,1241.11,-8.82,-0.71,270716000.00
2018-10-28,1241.11,1241.82,1225.38,1227.49,-13.62,-1.10,300731008.00
2018-10-29,1227.49,1227.49,1215.82,1216.93,-10.56,-0.86,214403008.00
2018-10-30,1216.93,1224.36,1216.00,1224.36,7.43,0.61,213728000.00
2018-10-31,1224.36,1224.99,1218.83,1221.46,-2.90,-0.24,158274000.00
2018-11-01,1221.46,1223.76,1217.46,1220.98,-0.48,-0.04,241964000.00
2018-11-04,1220.98,1221.22,1206.48,1207.28,-13.70,-1.12,280206016.00
2018-11-05,1207.28,1219.75,1205.81,1219.20,11.92,0.99,239046000.00
2018-11-06,1222.53,1222.53,1222.53,1222.53,3.33,0.27,33213900.00
2018-11-11,1224.39,1224.39,1205.22,1205.22,-17.31,-1.42,98566496.00
2018-11-12,1204.64,1204.64,1192.22,1193.34,-11.88,-0.99,132057000.00
2018-11-13,1192.87,1209.10,1191.72,1207.57,14.24,1.19,166104000.00
2018-11-14,1208.28,1209.23,1203.58,1208.89,1.32,0.11,178260736.00
2018-11-15,1208.89,1213.63,1205.20,1205.02,-3.88,-0.32,236074000.00
2018-11-18,1203.94,1204.79,1194.18,1195.45,-9.57,-0.79,319399008.00
2018-11-19,1196.08,1196.15,1187.96,1190.20,-5.25,-0.44,207570000.00
2018-11-20,1189.97,1190.15,1181.66,1181.75,-8.45,-0.72,171414000.00
2018-11-21,1182.17,1182.74,1176.45,1182.55,0.80,0.07,227711008.00
2018-11-22,1184.01,1184.92,1181.34,1181.24,-1.31,-0.11,248907008.00
2018-11-25,1181.96,1182.44,1166.01,1166.63,-14.62,-1.24,244220992.00
2018-11-26,1166.59,1167.19,1159.31,1159.82,-6.81,-0.58,293713984.00
2018-11-27,1159.75,1167.17,1159.75,1161.49,1.67,0.14,218848992.00
2018-11-28,1161.50,1162.98,1158.75,1159.08,-2.41,-0.21,396228000.00
2018-11-29,1159.07,1160.42,1148.13,1148.36,-10.72,-0.92,314926016.00
2018-12-02,1148.29,1148.36,1129.89,1130.89,-17.47,-1.52,451952000.00
2018-12-03,1130.31,1144.00,1128.91,1131.73,0.90,0.08,622254976.00
2018-12-04,1133.00,1142.01,1131.15,1142.01,10.28,0.91,363332992.00
2018-12-05,1140.99,1142.06,1117.45,1118.13,-23.82,-2.09,329556992.00
2018-12-06,1117.97,1126.00,1109.32,1120.84,2.71,0.24,338912992.00
2018-12-09,1121.16,1128.45,1121.10,1131.70,10.86,0.97,218708992.00
2018-12-10,1131.43,1145.61,1131.43,1144.19,12.49,1.10,386500000.00
2018-12-11,1143.85,1145.75,1139.95,1141.10,-3.09,-0.27,370360992.00
2018-12-12,1140.83,1143.70,1137.67,1141.18,0.08,0.01,208110000.00
2018-12-13,1141.25,1153.17,1140.54,1148.78,7.60,0.67,298800000.00
2018-12-16,1149.23,1168.59,1149.23,1167.67,18.89,1.64,437036992.00
2018-12-17,1167.55,1182.81,1166.06,1182.78,15.11,1.29,360561984.00
2018-12-18,1183.12,1185.36,1165.59,1168.17,-14.61,-1.24,512580992.00
2018-12-19,1168.29,1171.58,1158.88,1162.70,-5.47,-0.47,342703008.00
2018-12-20,1162.65,1173.80,1162.65,1165.97,3.27,0.28,393798016.00
2018-12-23,1166.33,1198.18,1166.33,1198.18,32.21,2.76,756868992.00
2018-12-24,1198.26,1207.88,1190.86,1191.74,-6.44,-0.54,695494976.00
2018-12-25,1192.61,1192.95,1182.41,1186.03,-5.71,-0.48,337190016.00
2018-12-26,1186.11,1216.27,1184.30,1216.27,30.24,2.55,679681024.00
2018-12-27,1216.57,1232.74,1211.72,1215.16,-1.11,-0.09,1097720064.00
2018-12-30,1215.14,1219.29,1204.24,1204.54,-10.62,-0.87,433888992.00
2018-12-31,1204.68,1207.25,1188.19,1188.19,-16.35,-1.36,390624000.00
2019-01-01,1187.30,1196.18,1183.84,1185.91,-2.28,-0.19,227166000.00
2019-01-02,1185.91,1186.90,1180.43,1180.43,-5.42,-0.46,246231008.00
2019-01-03,1180.47,1184.95,1178.06,1178.87,-1.56,-0.13,262468000.00
2019-01-06,1178.25,1181.58,1170.11,1170.79,-8.08,-0.69,298870016.00
2019-01-07,1170.72,1181.17,1170.36,1177.46,6.67,0.57,322203008.00
2019-01-08,1177.87,1180.85,1177.15,1177.07,-0.40,-0.03,332627008.00
2019-01-09,1177.87,1177.07,1183.12,1179.36,2.29,0.19,275980992.00
2019-01-10,1179.36,1183.19,1179.36,1180.84,1.48,0.13,344812992.00
2019-01-13,1181.53,1182.44,1173.46,1175.05,-5.79,-0.49,353560000.00
2019-01-14,1175.05,1179.00,1175.00,1178.03,2.98,0.25,259270000.00
2019-01-15,1180.98,1195.54,1180.78,1195.54,17.51,1.49,391993984.00
2019-01-16,1195.54,1200.32,1187.97,1187.97,-7.57,-0.63,474423008.00
2019-01-17,1190.66,1190.66,1186.52,1187.77,-0.20,-0.02,281347008.00
2019-01-20,1190.67,1191.41,1177.02,1179.17,-8.60,-0.72,361756992.00
2019-01-21,1175.68,1175.68,1167.69,1167.69,-11.48,-0.97,335558016.00
2019-01-22,1164.56,1172.03,1163.58,1168.83,1.14,0.10,277291008.00
2019-01-23,1168.14,1172.98,1167.99,1172.98,4.15,0.36,238475008.00
2019-01-24,1172.27,1175.42,1170.54,1172.78,-0.20,-0.02,306295008.00
2019-01-27,1171.35,1171.72,1160.84,1160.84,-11.94,-1.02,306070016.00
2019-01-28,1162.94,1164.89,1161.48,1164.89,4.05,0.35,203579008.00
2019-01-29,1164.91,1165.09,1160.10,1160.99,-3.90,-0.33,259283008.00
2019-01-30,1160.53,1163.27,1159.35,1160.59,-0.40,-0.03,190572992.00
2019-01-31,1162.34,1163.86,1160.26,1161.63,1.04,0.09,268244992.00
2019-02-03,1160.57,1161.22,1152.16,1153.06,-8.57,-0.74,321743008.00
2019-02-04,1152.98,1155.08,1144.27,1144.27,-8.79,-0.76,322760992.00
2019-02-05,1143.58,1149.40,1143.39,1147.10,2.83,0.25,221967008.00
2019-02-06,1147.23,1147.31,1139.09,1139.72,-7.38,-0.64,226248992.00
2019-02-07,1139.29,1140.62,1137.14,1139.57,-0.15,-0.01,242260000.00
2019-02-10,1138.62,1138.86,1125.83,1127.53,-12.04,-1.06,228292000.00
2019-02-11,1126.46,1132.37,1124.51,1128.86,1.33,0.12,191024000.00
2019-02-12,1131.32,1132.50,1126.42,1128.19,-0.67,-0.06,156376000.00
2019-02-13,1129.86,1132.39,1121.08,1121.08,-7.11,-0.63,230651008.00
2019-02-14,1120.19,1120.30,1112.15,1112.87,-8.21,-0.73,231671008.00
2019-02-17,1117.70,1122.10,1107.92,1109.72,-3.15,-0.28,194344992.00
2019-02-18,1110.27,1111.14,1101.81,1102.51,-7.21,-0.65,208487008.00
2019-02-19,1103.35,1124.23,1102.30,1124.23,21.72,1.97,202684000.00
2019-02-20,1128.97,1128.97,1112.33,1112.23,-12.72,-1.13,154584000.00
2019-02-21,1113.60,1114.14,1110.15,1113.07,0.84,0.08,157692000.00
2019-02-24,1115.20,1115.25,1102.32,1102.32,-10.75,-0.97,193956992.00
2019-02-25,1102.45,1109.73,1100.13,1109.73,7.41,0.67,182428992.00
2019-02-26,1109.77,1110.22,1101.59,1102.56,-7.17,-0.65,149262000.00
2019-02-27,1103.65,1111.04,1103.17,1105.53,2.97,0.27,204516992.00
2019-03-03,1108.26,1108.84,1100.58,1100.58,-4.95,-0.45,221026000.00
2019-03-05,1100.95,1104.61,1098.95,1102.64,2.06,0.19,213340992.00
2019-03-06,1103.17,1111.76,1100.97,1111.76,9.12,0.83,211804992.00
2019-03-07,1112.45,1127.77,1112.45,1127.77,16.01,1.44,283819008.00
2019-03-10,1127.29,1129.41,1118.21,1128.71,0.94,0.08,102317000.00
2019-03-11,1129.51,1142.93,1125.94,1142.93,14.22,1.26,382284992.00
2019-03-12,1148.69,1163.26,1143.99,1163.26,20.33,1.78,513876992.00
2019-03-13,1157.85,1166.24,1150.10,1150.10,-13.16,-1.13,407008000.00
2019-03-14,1149.64,1156.19,1142.89,1155.50,5.40,0.47,263186000.00
2019-03-17,1156.18,1165.19,1156.18,1161.45,5.95,0.51,316537984.00
2019-03-18,1161.05,1164.62,1153.98,1153.98,-7.47,-0.64,279032000.00
2019-03-19,1155.72,1158.78,1147.15,1147.15,-6.83,-0.59,129145000.00
2019-03-21,1148.61,1150.30,1140.00,1140.60,-6.55,-0.57,248614000.00
2019-03-24,1141.33,1142.14,1131.14,1134.80,-5.80,-0.51,211912992.00
2019-03-25,1134.65,1139.71,1132.06,1138.67,3.87,0.34,216906000.00
2019-03-26,1138.86,1140.90,1136.70,1140.72,2.05,0.18,190316992.00
2019-03-27,1140.69,1142.81,1140.16,1142.61,1.89,0.17,208898000.00
2019-03-28,1142.00,1144.53,1140.56,1144.53,1.92,0.17,215416992.00
2019-03-31,1145.95,1149.81,1139.68,1143.09,-1.44,-0.13,241951008.00
2019-04-01,1142.65,1152.05,1142.06,1149.99,6.43,0.56,326448992.00
2019-04-02,1153.89,1164.41,1153.89,1163.82,14.07,1.22,472344992.00
2019-04-03,1163.71,1172.40,1158.79,1165.84,2.01,0.17,524422016.00
2019-04-04,1165.85,1169.87,1159.90,1165.20,-0.64,-0.05,386452000.00
2019-04-07,1164.94,1182.36,1161.66,1182.36,17.16,1.47,518228000.00
2019-04-08,1183.46,1197.88,1179.47,1191.68,9.32,0.79,864142976.00
2019-04-09,1191.78,1194.62,1180.00,1181.10,-10.58,-0.89,622529984.00
2019-04-10,1181.72,1187.98,1174.88,1184.61,3.51,0.30,358990016.00
2019-04-11,1184.29,1189.98,1180.18,1184.02,-0.59,-0.05,387624000.00
2019-04-15,1184.22,1188.71,1181.95,1188.71,4.69,0.40,289871008.00
2019-04-16,1187.73,1212.05,1187.73,1212.05,23.34,1.96,723990016.00
2019-04-17,1212.34,1223.42,1210.35,1217.04,4.99,0.41,803244992.00
2019-04-18,1217.11,1232.26,1214.95,1232.26,15.22,1.25,732081024.00
2019-04-21,1232.53,1264.20,1230.22,1264.20,31.94,2.59,1004000000.00
2019-04-22,1264.77,1280.08,1247.65,1256.94,-7.26,-0.57,1000550016.00
2019-04-23,1256.61,1268.32,1248.50,1260.68,3.74,0.30,561851008.00
2019-04-24,1265.11,1280.84,1261.69,1279.29,18.61,1.48,921345984.00
2019-04-25,1279.67,1296.92,1279.67,1292.12,12.83,1.00,1335980032.00
2019-04-28,1293.77,1322.88,1293.77,1314.51,22.39,1.73,1616089984.00
2019-04-29,1318.44,1322.95,1299.09,1310.31,-4.20,-0.32,1160230016.00
2019-04-30,1310.65,1316.53,1296.07,1298.60,-11.71,-0.89,913017984.00
2019-05-02,1298.80,1300.43,1282.95,1294.39,-4.21,-0.32,573145024.00
2019-05-05,1293.71,1293.71,1276.73,1277.68,-16.71,-1.29,628641024.00
2019-05-06,1278.00,1299.41,1270.06,1299.41,21.73,1.70,619564992.00
2019-05-07,1298.35,1311.18,1295.73,1301.28,1.87,0.14,699849024.00
2019-05-08,1301.39,1304.15,1295.32,1297.60,-3.68,-0.28,494902016.00
2019-05-09,1297.57,1302.62,1290.11,1291.96,-5.64,-0.43,605086976.00
2019-05-12,1292.12,1295.03,1284.17,1295.03,3.07,0.24,672155008.00
2019-05-13,1295.99,1301.68,1295.99,1301.34,6.31,0.49,775121984.00
2019-05-14,1307.84,1321.00,1307.84,1315.45,14.11,1.08,1007529984.00
2019-05-15,1316.79,1334.06,1316.21,1321.00,5.55,0.42,1302630016.00
2019-05-16,1322.68,1326.69,1313.93,1318.71,-2.29,-0.17,881396992.00
2019-05-19,1319.33,1322.09,1312.81,1316.84,-1.87,-0.14,1055840000.00
2019-05-20,1319.21,1322.85,1305.43,1307.71,-9.13,-0.69,1164889984.00
2019-05-21,1308.40,1317.79,1304.59,1312.14,4.43,0.34,796716992.00
2019-05-22,1314.94,1322.47,1314.82,1319.63,7.49,0.57,918484992.00
2019-05-23,1321.69,1324.15,1309.12,1314.55,-5.08,-0.38,913235968.00
2019-05-26,1315.97,1317.86,1301.32,1302.61,-11.94,-0.91,603897024.00
2019-05-27,1302.98,1309.90,1298.36,1302.96,0.35,0.03,499910016.00
2019-05-28,1304.22,1307.08,1300.45,1305.49,2.53,0.19,749068992.00
2019-05-29,1307.30,1315.16,1307.13,1313.88,8.39,0.64,884201024.00
2019-05-30,1328.62,1349.38,1317.67,1319.47,5.59,0.43,1504460032.00
2019-06-02,1317.91,1317.91,1304.53,1305.68,-13.79,-1.05,735995008.00
2019-06-03,1306.88,1308.63,1291.02,1292.84,-12.84,-0.98,664590016.00
2019-06-04,1292.86,1297.91,1286.37,1289.28,-3.56,-0.28,694590976.00
2019-06-06,1296.50,1296.80,1284.59,1284.59,-4.69,-0.36,579563008.00
2019-06-10,1285.49,1289.54,1274.62,1275.82,-8.77,-0.68,553347008.00
2019-06-11,1276.26,1281.32,1274.82,1275.99,0.17,0.01,459071008.00
2019-06-12,1276.09,1277.04,1267.17,1272.49,-3.50,-0.27,399464992.00
2019-06-13,1272.91,1274.83,1264.46,1269.55,-2.94,-0.23,418750016.00
2019-06-16,1271.18,1271.27,1256.85,1258.27,-11.28,-0.89,472520800.00
2019-06-17,1259.38,1264.97,1254.52,1260.90,2.63,0.21,403538144.00
2019-06-18,1261.04,1263.56,1258.36,1258.66,-2.24,-0.18,359411296.00
2019-06-19,1258.25,1262.11,1256.72,1258.46,-0.20,-0.02,304189632.00
2019-06-20,1258.90,1266.33,1257.93,1264.36,5.90,0.47,375315200.00
2019-06-23,1264.53,1264.53,1253.43,1254.35,-10.01,-0.79,481859744.00
2019-06-24,1254.67,1260.10,1253.01,1260.10,5.75,0.46,481492832.00
2019-06-25,1260.23,1264.52,1259.35,1261.07,0.97,0.08,364773344.00
2019-06-26,1261.10,1261.49,1255.45,1258.29,-2.78,-0.22,570123456.00
2019-06-27,1259.16,1260.43,1256.63,1257.15,-1.14,-0.09,627908800.00
2019-06-30,1258.31,1258.85,1244.81,1244.89,-12.26,-0.98,645099008.00
2019-07-01,1245.58,1245.68,1237.43,1241.61,-3.28,-0.26,364343808.00
2019-07-02,1242.83,1253.06,1238.77,1253.06,11.45,0.92,429477280.00
2019-07-03,1253.52,1270.04,1249.50,1268.68,15.62,1.25,550247808.00
2019-07-04,1269.48,1272.79,1258.87,1260.47,-8.21,-0.65,670169920.00
2019-07-07,1262.98,1263.82,1255.01,1256.04,-4.43,-0.35,540529472.00
2019-07-08,1256.15,1257.57,1245.62,1247.35,-8.69,-0.69,591053824.00
2019-07-09,1247.41,1252.20,1244.36,1250.27,2.92,0.23,468263776.00
2019-07-10,1250.43,1251.89,1246.15,1249.15,-1.12,-0.09,573447488.00
2019-07-11,1249.46,1251.09,1247.63,1248.53,-0.62,-0.05,460036576.00
2019-07-14,1248.94,1253.09,1248.59,1249.49,0.96,0.08,285214560.00
2019-07-15,1250.09,1254.56,1249.17,1254.56,5.07,0.41,430525920.00
2019-07-16,1285.48,1285.50,1256.46,1259.01,4.45,0.35,347289280.00
2019-07-17,1258.94,1274.86,1258.81,1274.86,15.85,1.26,426743456.00
2019-07-18,1275.71,1283.63,1272.49,1272.49,-2.37,-0.19,411369312.00
2019-07-21,1276.29,1276.31,1265.60,1268.74,-3.75,-0.29,298157120.00
2019-07-22,1268.77,1272.38,1267.92,1271.23,2.49,0.20,316643424.00
2019-07-23,1271.24,1279.42,1271.22,1277.17,5.94,0.47,368980864.00
2019-07-24,1277.48,1284.99,1276.07,1284.07,6.90,0.54,443481376.00
2019-07-25,1284.41,1284.41,1269.35,1269.92,-14.15,-1.10,550532160.00
2019-07-28,1266.63,1266.63,1250.18,1252.80,-17.12,-1.35,492673664.00
2019-07-29,1252.72,1259.69,1252.72,1255.98,3.18,0.25,350812576.00
2019-07-30,1256.01,1262.16,1256.01,1259.37,3.39,0.27,294305024.00
2019-07-31,1259.53,1267.73,1257.91,1265.57,6.20,0.49,370002048.00
2019-08-01,1265.52,1270.88,1262.55,1263.84,-1.73,-0.14,590588224.00
2019-08-04,1263.87,1266.37,1258.27,1259.64,-4.20,-0.33,474151744.00
2019-08-05,1260.30,1261.63,1253.50,1255.09,-4.55,-0.36,443205472.00
2019-08-06,1255.74,1255.74,1243.74,1245.73,-9.36,-0.75,450755168.00
2019-08-07,1245.20,1249.98,1239.55,1248.48,2.75,0.22,368645664.00
2019-08-08,1248.91,1248.91,1237.70,1238.56,-9.92,-0.79,454629568.00
2019-08-11,1236.62,1237.97,1229.69,1233.71,-4.85,-0.39,311756864.00
2019-08-12,1234.68,1236.82,1232.11,1233.85,0.14,0.01,314228928.00
2019-08-13,1234.59,1236.47,1229.06,1231.07,-2.78,-0.23,481629760.00
2019-08-14,1230.97,1231.49,1224.43,1225.90,-5.17,-0.42,257285008.00
2019-08-15,1225.11,1226.06,1221.80,1224.03,-1.87,-0.15,424323136.00
2019-08-18,1224.03,1226.07,1214.33,1214.83,-9.20,-0.75,329527904.00
2019-08-19,1214.96,1229.50,1210.80,1222.06,7.23,0.60,389625280.00
2019-08-20,1222.04,1222.87,1212.10,1213.63,-8.43,-0.69,272509024.00
2019-08-21,1213.96,1216.30,1209.77,1214.05,0.42,0.03,292641728.00
2019-08-22,1214.37,1220.90,1212.43,1213.06,-0.99,-0.08,261670203.00
2019-08-25,1212.76,1213.23,1201.71,1209.62,-3.44,-0.28,350269509.00
2019-08-26,1209.70,1210.24,1199.31,1203.13,-6.49,-0.54,380596571.00
2019-08-27,1203.42,1212.30,1203.40,1208.00,4.87,0.40,244668209.00
2019-08-28,1209.70,1213.46,1197.32,1197.75,-10.25,-0.85,371022592.00
2019-08-29,1198.49,1201.23,1194.09,1196.41,-1.34,-0.11,277359659.00
2019-09-01,1196.60,1198.51,1184.06,1184.78,-11.63,-0.97,297398003.00
2019-09-02,1184.93,1190.88,1167.81,1170.34,-14.44,-1.22,407569712.00
2019-09-03,1170.87,1190.90,1156.72,1190.90,20.56,1.76,510552041.00
2019-09-04,1192.21,1198.48,1183.40,1194.77,3.87,0.32,436444688.00
2019-09-05,1195.89,1196.92,1189.05,1191.07,-3.70,-0.31,290177357.00
2019-09-08,1192.07,1192.33,1176.41,1178.46,-12.61,-1.06,305310719.00
2019-09-09,1178.47,1180.28,1166.09,1168.91,-9.55,-0.81,299200764.00
2019-09-10,1168.91,1172.82,1161.20,1166.67,-2.24,-0.19,237959653.00
2019-09-11,1166.68,1168.06,1161.95,1163.21,-3.46,-0.30,341745136.00
2019-09-12,1163.71,1164.09,1156.37,1157.88,-5.33,-0.46,376184491.00
2019-09-15,1157.68,1160.55,1140.01,1140.01,-17.87,-1.54,288099912.00
2019-09-16,1140.49,1140.55,1122.02,1123.83,-16.18,-1.42,343918221.00
2019-09-17,1127.26,1152.51,1127.26,1150.74,26.91,2.39,383957426.00
2019-09-18,1150.65,1173.14,1150.65,1172.15,21.41,1.86,455311885.00
2019-09-19,1173.44,1178.28,1155.30,1155.30,-16.85,-1.44,399930871.00
2019-09-22,1155.30,1157.79,1135.18,1139.25,-16.05,-1.39,226950238.00
2019-09-23,1139.92,1147.85,1137.87,1140.98,1.73,0.15,177279039.00
2019-09-24,1140.99,1141.62,1132.72,1134.56,-6.42,-0.56,218278449.00
2019-09-25,1134.56,1135.26,1130.88,1131.53,-3.03,-0.27,166921799.00
2019-09-26,1131.52,1133.80,1128.61,1129.80,-1.73,-0.15,212541352.00
2019-09-29,1129.81,1131.87,1123.66,1125.14,-4.66,-0.41,241498554.00
2019-09-30,1125.49,1135.56,1121.09,1135.56,10.42,0.93,168828923.00
2019-10-01,1135.05,1146.11,1134.82,1145.69,10.13,0.89,311488652.00
2019-10-02,1145.69,1149.70,1140.07,1140.71,-4.98,-0.43,203287237.00
2019-10-03,1142.44,1149.40,1138.58,1149.40,8.69,0.76,176633514.00
2019-10-10,1149.03,1151.81,1148.13,1149.01,-0.39,-0.03,63845411.00
2019-10-14,1149.01,1151.52,1135.04,1136.96,-12.05,-1.05,218635691.00
2019-10-15,1138.38,1142.04,1135.86,1142.04,5.08,0.45,222452078.00
2019-10-16,1142.39,1142.71,1136.00,1137.03,-5.01,-0.44,196618963.00
2019-10-17,1137.03,1140.38,1135.87,1137.75,0.72,0.06,182994905.00
2019-10-20,1137.69,1138.99,1132.58,1133.71,-4.04,-0.36,113359956.00
2019-10-21,1133.73,1135.84,1130.14,1132.40,-1.31,-0.12,164349536.00
2019-10-22,1132.45,1134.81,1130.21,1134.79,2.39,0.21,165296005.00
2019-10-23,1135.40,1142.82,1135.40,1142.60,7.81,0.69,163757847.00
2019-10-24,1142.41,1150.47,1141.39,1149.34,6.74,0.59,327632258.00
2019-10-31,1149.74,1151.48,1143.07,1146.17,-3.17,-0.28,254312462.00
2019-11-03,1145.83,1146.88,1136.39,1139.29,-6.88,-0.60,175544472.00
2019-11-04,1139.57,1141.13,1135.96,1140.26,0.97,0.09,191854333.00
2019-11-05,1140.21,1141.86,1138.66,1139.45,-0.81,-0.07,284472501.00
2019-11-06,1139.49,1141.08,1136.74,1138.02,-1.43,-0.13,206253847.00
2019-11-07,1138.27,1139.36,1131.33,1131.97,-6.05,-0.53,374150571.00
2019-11-10,1132.47,1135.90,1129.89,1131.80,-0.17,-0.02,293149044.00
2019-11-11,1132.70,1147.74,1132.70,1145.57,13.77,1.22,549998241.00
2019-11-12,1146.14,1147.06,1138.57,1139.96,-5.61,-0.49,379849435.00
2019-11-13,1140.65,1140.65,1133.49,1135.16,-4.80,-0.42,275427886.00
2019-11-14,1135.15,1139.41,1133.67,1135.95,0.79,0.07,228357493.00
2019-11-17,1135.73,1137.25,1129.15,1131.36,-4.59,-0.40,355159768.00
2019-11-18,1131.40,1133.43,1128.00,1131.12,-0.24,-0.02,356861857.00
2019-11-19,1131.13,1132.40,1127.91,1129.99,-1.13,-0.10,259330595.00
2019-11-20,1130.01,1139.74,1127.63,1128.34,-1.65,-0.15,303724204.00
2019-11-21,1128.34,1128.69,1118.10,1120.60,-7.74,-0.69,297797071.00
