date_ad,index_value,absolute_change,percentage_change,calendar_gap_days,is_long_gap,log_return,log_return_pct,rv_30d_annualized_pct
2021-06-24,2843.0,-16.96,-0.59,1.0,False,-0.006727233403726461,-0.6727233403726461,20.87631104906119
2021-06-27,2870.38,27.38,0.96,3.0,False,0.009584592519191661,0.9584592519191661,20.98573807526543
2021-06-28,2875.5,5.11,0.18,1.0,False,0.0017821469836174335,0.17821469836174333,20.29682936900041
2021-06-29,2828.01,-47.49,-1.65,1.0,False,-0.01665328807570475,-1.665328807570475,20.885255201893933
2021-06-30,2823.88,-4.13,-0.15,1.0,False,-0.0014614582856679818,-0.14614582856679817,20.597309608616435
2021-07-01,2843.0,19.12,0.68,1.0,False,0.006748006858563615,0.6748006858563615,20.620441644520906
2021-07-04,2834.52,-8.48,-0.3,3.0,False,-0.002987221993382873,-0.2987221993382873,20.64260982257896
2021-07-05,2822.74,-11.78,-0.42,1.0,False,-0.004164566247844777,-0.41645662478447765,20.409353301992887
2021-07-06,2818.11,-5.24,-0.19,1.0,False,-0.00164159693654638,-0.164159693654638,20.412417169680598
2021-07-07,2801.13,-16.97,-0.6,1.0,False,-0.006043540294404724,-0.6043540294404723,20.476824043807213
2021-07-08,2824.9,23.76,0.85,1.0,False,0.008450058545099622,0.8450058545099621,20.628734644526382
2021-07-11,2899.82,74.71,2.64,3.0,False,0.026175700358769635,2.6175700358769634,21.944869617958314
2021-07-12,2854.77,-45.06,-1.55,1.0,False,-0.01565738665805981,-1.565738665805981,21.913730525571467
2021-07-13,2871.04,16.34,0.57,1.0,False,0.005683054027103713,0.5683054027103713,21.903867923926963
2021-07-14,2872.05,1.01,0.04,1.0,False,0.00035172703558972195,0.035172703558972195,21.16471608411667
2021-07-15,2883.38,11.33,0.39,1.0,False,0.0039371566106144555,0.39371566106144557,20.984902124050837
2021-07-18,2980.61,97.21,3.37,3.0,False,0.033164760440314744,3.3164760440314742,22.538794622920697
2021-07-19,2994.58,13.97,0.47,1.0,False,0.004676010454757229,0.4676010454757229,22.56421678690467
2021-07-20,2985.57,-9.01,-0.3,1.0,False,-0.0030133046219806806,-0.3013304621980681,21.98748896836894
